dst_port,ip_prot,flow_duration,down_up_ratio,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_var,pkt_len_std,bytes_per_s,pkt_per_s,fwd_pkt_per_s,bwd_pkt_per_s,fwd_pkt_cnt,fwd_pkt_len_tot,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,fwd_pkt_hdr_len_tot,fwd_pkt_hdr_len_min,fwd_non_empty_pkt_cnt,bwd_pkt_cnt,bwd_pkt_len_tot,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,bwd_pkt_hdr_len_tot,bwd_pkt_hdr_len_min,bwd_non_empty_pkt_cnt,iat_max,iat_min,iat_mean,iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,flag_SYN,flag_fin,flag_rst,flag_ack,flag_psh,fwd_flag_psh,bwd_flag_psh,flag_urg,fwd_flag_urg,bwd_flag_urg,flag_cwr,flag_ece,fwd_bulk_bytes_mean,fwd_bulk_pkt_mean,fwd_bulk_rate_mean,bwd_bulk_bytes_mean,bwd_bulk_pkt_mean,bwd_bulk_rate_mean,fwd_subflow_bytes_mean,fwd_subflow_pkt_mean,bwd_subflow_bytes_mean,bwd_subflow_pkt_mean,fwd_tcp_init_win_bytes,bwd_tcp_init_win_bytes,label
22,6,461093,1.0,976.0,0.0,104.022727,42228.115751,205.494807,9926.413977,95.425435,47.712717,47.712717,22,1912,640.0,0.0,86.909091,137.688022,712,32,16,22,2665,976.0,0.0,121.136364,258.64156,712,32,15,175865.0,5.0,10723.093023,30216.942828,461046,212225.0,177.0,21954.571429,47980.596633,461085,175871.0,11.0,21956.428571,46050.319473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,43,31,16,15,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,22.0,2665.0,22.0,26883,26847,SSH-Patator
3389,6,1229850,0.875,1173.0,0.0,181.933333,107109.495238,327.27587,2218.969793,12.196609,6.504858,5.691751,8,1148,677.0,0.0,143.5,228.129662,172,20,5,7,1581,1173.0,0.0,225.857143,430.098604,152,20,5,951665.0,2.0,87846.428571,249404.20995,1229850,1042886.0,2.0,175692.857143,382655.344325,1194121,951665.0,35763.0,199020.166667,369336.774639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,14,10,5,5,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,8.0,1581.0,7.0,8192,64000,Benign
3389,6,1231199,0.875,1173.0,0.0,181.933333,107109.495238,327.27587,2216.538512,12.183246,6.497731,5.685515,8,1148,677.0,0.0,143.5,228.129662,172,20,5,7,1581,1173.0,0.0,225.857143,430.098604,152,20,5,967257.0,31.0,87942.785714,253734.59995,1231199,1046958.0,31.0,175885.571429,384354.499084,1195747,967257.0,35559.0,199291.166667,376612.733263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,14,10,5,5,0,0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.0,1148.0,8.0,1581.0,7.0,8192,64000,Benign
21,6,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,500000.0,500000.0,1,0,0.0,0.0,0.0,0.0,40,40,0,1,0,0.0,0.0,0.0,0.0,20,20,0,2.0,2.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,26883,0,DoS Slowhttptest
53,17,655,1.0,93.0,37.0,65.0,1568.0,39.59798,198473.282443,3053.435115,1526.717557,1526.717557,1,37,37.0,37.0,37.0,0.0,8,8,1,1,93,93.0,0.0,93.0,0.0,8,8,1,655.0,655.0,655.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,1.0,93.0,1.0,-1,-1,Benign
3389,6,4045005,0.642857,1155.0,0.0,127.086957,69099.810277,262.868428,722.619626,5.686025,3.461059,2.224966,14,1344,629.0,0.0,96.0,167.382105,292,20,7,9,1579,1155.0,0.0,175.444444,374.39989,192,20,5,968997.0,62.0,183863.863636,246993.120722,4045005,1205377.0,76306.0,311154.230769,322656.329412,4037559,968997.0,109392.0,504694.875,313490.137249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,22,12,7,5,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,1344.0,14.0,1579.0,9.0,8192,64000,Benign
3389,6,3193433,0.636364,1149.0,0.0,137.833333,83467.323529,288.907119,776.906859,5.636567,3.444569,2.191998,11,1052,581.0,0.0,95.636364,175.40312,232,20,5,7,1429,1149.0,0.0,204.142857,420.49908,152,20,5,1773980.0,3.0,187849.0,466607.184639,3193433,1773980.0,3.0,319343.3,596742.452701,3175679,1849455.0,20032.0,529279.833333,733715.888517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,17,10,5,5,0,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,526.0,5.5,714.5,3.5,8192,64000,Benign
80,6,105696,1.333333,935.0,0.0,188.0,128663.0,358.69625,12450.802301,66.227672,28.383288,37.844384,3,381,381.0,0.0,127.0,219.970453,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,54559.0,7.0,17616.0,26902.808917,51066,50038.0,1028.0,25533.0,34655.303346,105688,54559.0,64.0,35229.333333,30504.139233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,381.0,3.0,935.0,4.0,26883,26847,DoS Hulk
3389,6,3928796,0.875,1173.0,0.0,181.666667,107095.095238,327.25387,693.596715,3.817964,2.036247,1.781716,8,1144,677.0,0.0,143.0,227.969923,168,20,5,7,1581,1173.0,0.0,225.857143,430.098604,148,20,5,953152.0,53.0,280628.285714,312169.160873,3928796,1431734.0,221.0,561256.571429,434244.55282,3508770,953152.0,360314.0,584795.0,201214.854839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,1,14,10,5,5,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1144.0,8.0,1581.0,7.0,8192,64000,Benign
80,6,80646,1.333333,935.0,0.0,183.571429,126805.952381,356.098234,15933.834288,86.799097,37.199613,49.599484,3,350,350.0,0.0,116.666667,202.072594,104,32,1,4,935,935.0,0.0,233.75,467.5,136,32,1,34150.0,8.0,13441.0,16280.970438,46443,32308.0,14135.0,23221.5,12850.251535,80638,46443.0,45.0,26879.333333,24038.314133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,6,2,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,350.0,3.0,935.0,4.0,26883,26847,DoS Hulk
